סטטוס סביבת עבודה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
סביבת עבודה,משתמש,חבר מאז,יחידה ארגונית,MINHAL_MANAGER_NAME,COST_CENTER_NAME,BUSINESS_LINE_DSC_HEB,סיווג,מיקום,אזור התכנסות,קהל,תאריך פתיחה,תאריך סגירה,מנהל קבוצה,בעלי קבוצה,מינימום משתמשים,מקסימום משתמשים,פתיחת הרשמה,סגירת הרשמה,ציון עובר,סטטוס סביבת עבודה,מזהה חיצוני,LBP,מיקום הקורס,מספר חשבונית,מרצה,מרצה חיצוני ?,מרצה פנימי,מרצה פנימי ?,משך הקורס,משך הקורס בשעות,סוג הקורס,סוג התקציב,ספק,עלות,עלות למשתתף בשקלים,עלות קורס כוללת,קהל יעד,קורס/שריון תקציב,רכזת אחראית על הקורס,שייך ליחידת הלמידה,תאריך סיום קורס,תאריך תחילת קורס,תקציב רוחב 35%,התקדמות במשימות,ציון משימות ממוצע,נוכחות במפגשים,סטטוס השלמה,תאריך השלמה,תאריך פעילות אחרונה,ציון
Project Management Excellence,תמר שלו,13/03/2025,תוכנה     (84003645),אריה-אריאל צור,,יבשה ותעש,תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 27/04 - 28/04, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",27/04/2025 00:00,,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,24/04/2025 23:59,0,,,ליאת יעקוב,מרכז למידה נתניה,2124,ניר גייר,V,,,2 חצאי ימים,8,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps, IT,  automation Engineers",קורס,חן רוקח,כן,28/04/2025,27/04/2025,,0/1 (0%),,2/2 (100%),כן,25/11/2025 10:19,25/11/2025,100
Project Management Excellence,אורי קדם,27/04/2025,סיגל סגולם     (82493195),ירון ברלין,,"מודיעין ול""א",תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 27/04 - 28/04, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",27/04/2025 00:00,,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,24/04/2025 23:59,0,,,ליאת יעקוב,מרכז למידה נתניה,2124,ניר גייר,V,,,2 חצאי ימים,8,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps, IT,  automation Engineers",קורס,חן רוקח,כן,28/04/2025,27/04/2025,,0/1 (0%),,2/2 (100%),כן,25/11/2025 10:19,25/11/2025,100
Project Management Excellence,שירה דרור,13/03/2025,תוכנה     (84003645),אריה-אריאל צור,,יבשה ותעש,תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 27/04 - 28/04, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",27/04/2025 00:00,,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,24/04/2025 23:59,0,,,ליאת יעקוב,מרכז למידה נתניה,2124,ניר גייר,V,,,2 חצאי ימים,8,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps, IT,  automation Engineers",קורס,חן רוקח,כן,28/04/2025,27/04/2025,,0/1 (0%),,0/2 (0%),לא,29/04/2025 00:34,29/04/2025,100
Project Management Excellence,דניאל שחר,06/05/2025,סיגל סגולם     (82493195),ירון ברלין,,"מודיעין ול""א",תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 27/04 - 28/04, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",27/04/2025 00:00,,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,24/04/2025 23:59,0,,,ליאת יעקוב,מרכז למידה נתניה,2124,ניר גייר,V,,,2 חצאי ימים,8,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps, IT,  automation Engineers",קורס,חן רוקח,כן,28/04/2025,27/04/2025,,0/1 (0%),,0/2 (0%),לא,,,
Project Management Excellence,מאיה איילון,26/03/2025,גרפיקה     (81956003),בנימין גולדמן,,תקשוב וסייבר,תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 27/04 - 28/04, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",27/04/2025 00:00,,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,24/04/2025 23:59,0,,,ליאת יעקוב,מרכז למידה נתניה,2124,ניר גייר,V,,,2 חצאי ימים,8,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps, IT,  automation Engineers",קורס,חן רוקח,כן,28/04/2025,27/04/2025,,0/1 (0%),,0/2 (0%),לא,29/04/2025 00:34,29/04/2025,100
Project Management Excellence,גיא פרץ,13/03/2025,תוכנה     (84003645),אריה-אריאל צור,,יבשה ותעש,תוכנה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 2 ימים מלאים, 27/04 - 28/04, 9:00-17:00","עלות הקורס למשתתף: 866 ש""ח *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",27/04/2025 00:00,,חן רוקח,רכזת דמו,15,,17/02/2025 00:00,24/04/2025 23:59,0,,,ליאת יעקוב,מרכז למידה נתניה,2124,ניר גייר,V,,,2 חצאי ימים,8,סינכרוני,תקציב למידה ESL,Code Wizard,השתתפות כרוכה בתשלום,,13000,"DevOps, IT,  automation Engineers",קורס,חן רוקח,כן,28/04/2025,27/04/2025,,1/1 (100%),100,2/2 (100%),כן,04/05/2025 16:18,04/05/2025,100
S parameters for Signal and Power Integrity - יוני 2026,נועה כהן,26/05/2026,חומרה     (83950106),גיל דויטשר,,יבשה ותעש,חומרה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 4 ימים , 09:00-17:00","עלות הקורס למשתתף: 2334 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",,,חן רוקח,רכזת דמו,15,25,,,0,,16305,רבקה פוגצקי,מרכז למידה נתניה,,,V,,,4 ימים,,סינכרוני,תקציב למידה ESL,,השתתפות כרוכה בתשלום,2334,"53,682","Board-Design, RF, Electrical System Engineers, Managers",קורס,חן רוקח,כן,12/07/2026,21/06/2026,לא,0/1 (0%),,4/4 (100%),כן,12/07/2026 17:30,12/07/2026,0
S parameters for Signal and Power Integrity - יוני 2026,רון לוי,26/05/2026,"צוות אלקטרוניקה לר""ע     (81642523)",נהוראי בן-עמי,,"מודיעין ול""א",חומרה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 4 ימים , 09:00-17:00","עלות הקורס למשתתף: 2334 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",,,חן רוקח,רכזת דמו,15,25,,,0,,16305,רבקה פוגצקי,מרכז למידה נתניה,,,V,,,4 ימים,,סינכרוני,תקציב למידה ESL,,השתתפות כרוכה בתשלום,2334,"53,682","Board-Design, RF, Electrical System Engineers, Managers",קורס,חן רוקח,כן,12/07/2026,21/06/2026,לא,1/1 (100%),100,4/4 (100%),כן,12/07/2026 17:30,12/07/2026,0
S parameters for Signal and Power Integrity - יוני 2026,עמית ברק,26/05/2026,ענף תאימות אלקטרומגנטית ותקשורת     (81055300),משה פוריאן,,כלי טיס,חומרה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 4 ימים , 09:00-17:00","עלות הקורס למשתתף: 2334 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",,,חן רוקח,רכזת דמו,15,25,,,0,,16305,רבקה פוגצקי,מרכז למידה נתניה,,,V,,,4 ימים,,סינכרוני,תקציב למידה ESL,,השתתפות כרוכה בתשלום,2334,"53,682","Board-Design, RF, Electrical System Engineers, Managers",קורס,חן רוקח,כן,12/07/2026,21/06/2026,לא,1/1 (100%),100,3/4 (75%),לא,,16/07/2026,
S parameters for Signal and Power Integrity - יוני 2026,יעל רז,26/05/2026,חומרה     (81932206),אבי לקס,,תקשוב וסייבר,חומרה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 4 ימים , 09:00-17:00","עלות הקורס למשתתף: 2334 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",,,חן רוקח,רכזת דמו,15,25,,,0,,16305,רבקה פוגצקי,מרכז למידה נתניה,,,V,,,4 ימים,,סינכרוני,תקציב למידה ESL,,השתתפות כרוכה בתשלום,2334,"53,682","Board-Design, RF, Electrical System Engineers, Managers",קורס,חן רוקח,כן,12/07/2026,21/06/2026,לא,1/1 (100%),100,4/4 (100%),כן,12/07/2026 17:30,12/07/2026,0
S parameters for Signal and Power Integrity - יוני 2026,תמר שלו,25/06/2026,חומרה חממ     (83950108),גיל דויטשר,,יבשה ותעש,חומרה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 4 ימים , 09:00-17:00","עלות הקורס למשתתף: 2334 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",,,חן רוקח,רכזת דמו,15,25,,,0,,16305,רבקה פוגצקי,מרכז למידה נתניה,,,V,,,4 ימים,,סינכרוני,תקציב למידה ESL,,השתתפות כרוכה בתשלום,2334,"53,682","Board-Design, RF, Electrical System Engineers, Managers",קורס,חן רוקח,כן,12/07/2026,21/06/2026,לא,1/1 (100%),100,3/4 (75%),לא,,13/07/2026,
S parameters for Signal and Power Integrity - יוני 2026,אורי קדם,26/05/2026,"צוות אלקטרוניקה לר""ע     (81642524)",נהוראי בן-עמי,,"מודיעין ול""א",חומרה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 4 ימים , 09:00-17:00","עלות הקורס למשתתף: 2334 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",,,חן רוקח,רכזת דמו,15,25,,,0,,16305,רבקה פוגצקי,מרכז למידה נתניה,,,V,,,4 ימים,,סינכרוני,תקציב למידה ESL,,השתתפות כרוכה בתשלום,2334,"53,682","Board-Design, RF, Electrical System Engineers, Managers",קורס,חן רוקח,כן,12/07/2026,21/06/2026,לא,1/1 (100%),100,4/4 (100%),כן,12/07/2026 17:30,12/07/2026,0
S parameters for Signal and Power Integrity - יוני 2026,שירה דרור,11/06/2026,חומרה אנאלוגית ספקי כח     (81932204),אבי לקס,,תקשוב וסייבר,חומרה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 4 ימים , 09:00-17:00","עלות הקורס למשתתף: 2334 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",,,חן רוקח,רכזת דמו,15,25,,,0,,16305,רבקה פוגצקי,מרכז למידה נתניה,,,V,,,4 ימים,,סינכרוני,תקציב למידה ESL,,השתתפות כרוכה בתשלום,2334,"53,682","Board-Design, RF, Electrical System Engineers, Managers",קורס,חן רוקח,כן,12/07/2026,21/06/2026,לא,1/1 (100%),100,4/4 (100%),כן,12/07/2026 17:30,12/07/2026,0
S parameters for Signal and Power Integrity - יוני 2026,דניאל שחר,02/06/2026,חומרה     (81932206),אבי לקס,,תקשוב וסייבר,חומרה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 4 ימים , 09:00-17:00","עלות הקורס למשתתף: 2334 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",,,חן רוקח,רכזת דמו,15,25,,,0,,16305,רבקה פוגצקי,מרכז למידה נתניה,,,V,,,4 ימים,,סינכרוני,תקציב למידה ESL,,השתתפות כרוכה בתשלום,2334,"53,682","Board-Design, RF, Electrical System Engineers, Managers",קורס,חן רוקח,כן,12/07/2026,21/06/2026,לא,1/1 (100%),100,4/4 (100%),כן,12/07/2026 17:30,12/07/2026,0
S parameters for Signal and Power Integrity - יוני 2026,מאיה איילון,26/05/2026,תחום אלקטרוניקה     (81642521),נהוראי בן-עמי,,"מודיעין ול""א",חומרה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 4 ימים , 09:00-17:00","עלות הקורס למשתתף: 2334 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",,,חן רוקח,רכזת דמו,15,25,,,0,,16305,רבקה פוגצקי,מרכז למידה נתניה,,,V,,,4 ימים,,סינכרוני,תקציב למידה ESL,,השתתפות כרוכה בתשלום,2334,"53,682","Board-Design, RF, Electrical System Engineers, Managers",קורס,חן רוקח,כן,12/07/2026,21/06/2026,לא,1/1 (100%),100,4/4 (100%),כן,12/07/2026 17:30,12/07/2026,0
S parameters for Signal and Power Integrity - יוני 2026,גיא פרץ,26/05/2026,"צוות אלקטרוניקה לר""ע     (81642524)",נהוראי בן-עמי,,"מודיעין ול""א",חומרה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 4 ימים , 09:00-17:00","עלות הקורס למשתתף: 2334 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",,,חן רוקח,רכזת דמו,15,25,,,0,,16305,רבקה פוגצקי,מרכז למידה נתניה,,,V,,,4 ימים,,סינכרוני,תקציב למידה ESL,,השתתפות כרוכה בתשלום,2334,"53,682","Board-Design, RF, Electrical System Engineers, Managers",קורס,חן רוקח,כן,12/07/2026,21/06/2026,לא,1/1 (100%),100,4/4 (100%),כן,12/07/2026 17:30,12/07/2026,0
S parameters for Signal and Power Integrity - יוני 2026,מור לוי,26/05/2026,חומרה אנאלוגית ספקי כח     (81932204),אבי לקס,,תקשוב וסייבר,חומרה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 4 ימים , 09:00-17:00","עלות הקורס למשתתף: 2334 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",,,חן רוקח,רכזת דמו,15,25,,,0,,16305,רבקה פוגצקי,מרכז למידה נתניה,,,V,,,4 ימים,,סינכרוני,תקציב למידה ESL,,השתתפות כרוכה בתשלום,2334,"53,682","Board-Design, RF, Electrical System Engineers, Managers",קורס,חן רוקח,כן,12/07/2026,21/06/2026,לא,1/1 (100%),100,3/4 (75%),לא,,12/07/2026,
S parameters for Signal and Power Integrity - יוני 2026,סהר בורפקר,26/05/2026,"צוות אלקטרוניקה לר""ע     (81642523)",נהוראי בן-עמי,,"מודיעין ול""א",חומרה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 4 ימים , 09:00-17:00","עלות הקורס למשתתף: 2334 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",,,חן רוקח,רכזת דמו,15,25,,,0,,16305,רבקה פוגצקי,מרכז למידה נתניה,,,V,,,4 ימים,,סינכרוני,תקציב למידה ESL,,השתתפות כרוכה בתשלום,2334,"53,682","Board-Design, RF, Electrical System Engineers, Managers",קורס,חן רוקח,כן,12/07/2026,21/06/2026,לא,1/1 (100%),100,4/4 (100%),כן,12/07/2026 17:30,12/07/2026,0
S parameters for Signal and Power Integrity - יוני 2026,עידו זימן,26/05/2026,חומרה     (81932206),אבי לקס,,תקשוב וסייבר,חומרה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 4 ימים , 09:00-17:00","עלות הקורס למשתתף: 2334 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",,,חן רוקח,רכזת דמו,15,25,,,0,,16305,רבקה פוגצקי,מרכז למידה נתניה,,,V,,,4 ימים,,סינכרוני,תקציב למידה ESL,,השתתפות כרוכה בתשלום,2334,"53,682","Board-Design, RF, Electrical System Engineers, Managers",קורס,חן רוקח,כן,12/07/2026,21/06/2026,לא,1/1 (100%),100,4/4 (100%),כן,12/07/2026 17:30,12/07/2026,0
S parameters for Signal and Power Integrity - יוני 2026,עמית לויתן,26/05/2026,BOARD DESIGN     (83950104),גיל דויטשר,,יבשה ותעש,חומרה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 4 ימים , 09:00-17:00","עלות הקורס למשתתף: 2334 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",,,חן רוקח,רכזת דמו,15,25,,,0,,16305,רבקה פוגצקי,מרכז למידה נתניה,,,V,,,4 ימים,,סינכרוני,תקציב למידה ESL,,השתתפות כרוכה בתשלום,2334,"53,682","Board-Design, RF, Electrical System Engineers, Managers",קורס,חן רוקח,כן,12/07/2026,21/06/2026,לא,1/1 (100%),100,2/4 (50%),לא,,13/07/2026,
S parameters for Signal and Power Integrity - יוני 2026,שאול מנחם גיטה,26/05/2026,"תכן תאלמ""ג למוצרים     (81053907)",משה פוריאן,,כלי טיס,חומרה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 4 ימים , 09:00-17:00","עלות הקורס למשתתף: 2334 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",,,חן רוקח,רכזת דמו,15,25,,,0,,16305,רבקה פוגצקי,מרכז למידה נתניה,,,V,,,4 ימים,,סינכרוני,תקציב למידה ESL,,השתתפות כרוכה בתשלום,2334,"53,682","Board-Design, RF, Electrical System Engineers, Managers",קורס,חן רוקח,כן,12/07/2026,21/06/2026,לא,1/1 (100%),100,4/4 (100%),כן,12/07/2026 17:30,12/07/2026,0
S parameters for Signal and Power Integrity - יוני 2026,שובל חיון,01/06/2026,מח' פיתוח אלקטרומכני     (84000411),גלעד מסלוביץ,,יבשה ותעש,חומרה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 4 ימים , 09:00-17:00","עלות הקורס למשתתף: 2334 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",,,חן רוקח,רכזת דמו,15,25,,,0,,16305,רבקה פוגצקי,מרכז למידה נתניה,,,V,,,4 ימים,,סינכרוני,תקציב למידה ESL,,השתתפות כרוכה בתשלום,2334,"53,682","Board-Design, RF, Electrical System Engineers, Managers",קורס,חן רוקח,כן,12/07/2026,21/06/2026,לא,1/1 (100%),100,4/4 (100%),כן,12/07/2026 17:30,12/07/2026,0
S parameters for Signal and Power Integrity - יוני 2026,שי שמואל,26/05/2026,צוות אלקטרוניקת חלל     (81642540),נהוראי בן-עמי,,"מודיעין ול""א",חומרה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 4 ימים , 09:00-17:00","עלות הקורס למשתתף: 2334 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",,,חן רוקח,רכזת דמו,15,25,,,0,,16305,רבקה פוגצקי,מרכז למידה נתניה,,,V,,,4 ימים,,סינכרוני,תקציב למידה ESL,,השתתפות כרוכה בתשלום,2334,"53,682","Board-Design, RF, Electrical System Engineers, Managers",קורס,חן רוקח,כן,12/07/2026,21/06/2026,לא,1/1 (100%),100,4/4 (100%),כן,12/07/2026 17:30,12/07/2026,0
S parameters for Signal and Power Integrity - יוני 2026,שי יוחנן אורן,26/05/2026,צוות אלקטרוניקת חלל     (81642540),נהוראי בן-עמי,,"מודיעין ול""א",חומרה,מיקום: מרכז הלמידה נתניה,"לוח זמנים: 4 ימים , 09:00-17:00","עלות הקורס למשתתף: 2334 ש""ח  *הערכת המחיר בהתייחס ל15 משתתפים בקורס, יתכנו שינויים",,,חן רוקח,רכזת דמו,15,25,,,0,,16305,רבקה פוגצקי,מרכז למידה נתניה,,,V,,,4 ימים,,סינכרוני,תקציב למידה ESL,,השתתפות כרוכה בתשלום,2334,"53,682","Board-Design, RF, Electrical System Engineers, Managers",קורס,חן רוקח,כן,12/07/2026,21/06/2026,לא,1/1 (100%),100,4/4 (100%),כן,12/07/2026 17:30,12/07/2026,0
,552 חברים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343/843 (40.69%),ממוצע: 99.19,1366/1757 (77.75%),420/552 (76.09%),,,ממוצע: 76.92
